"id","cluster","study","author","year","type_s","group","group_s","adapted","outcome","adjusted","es","v","se","lowerCI","upperCI","control_raw_gap","control_residual_gap","paper_type","n_school","pop_school","samplesize","setting_type","setting","edu_level","identity_type","identity_dis","identity_adv","density_female","density_urm","density_firstgen","density_freelunch","n_domains","duration","duration_rough_month","number","number_rough","primary_outcome","secondary_outcome","control_type","affirm_type","adaptation","reinforcement","appropriate_reading_level","privacy","ungraded","ordinary","known_teacher","delivered_in_classroom","good_for_you","early","before_stress","timing","random_sequence_generation","allocation_concealment","blinding_of_participants_and_personnel","blinding_of_outcome_assessment","incomplete_outcome_data","selective_reporting","other_sources_of_bias","timing_z","ordinary_z","duration_rough_month_z","density_freelunch_z","delivered_in_classroom_z","control_type_z"
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Enrollment in main high school","No",0.8783,0.0772,0.2779,0.3336,1.4231,0.8786,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Enrollment in main high school","No",-0.2183,0.0551,0.2347,-0.6782,0.2416,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Minority subgroup","Hispanic","Race","No","Enrollment in main high school","Yes",0.8727,0.0772,0.2778,0.3283,1.4171,NA,0.8102,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
20,"Sherman et al.","Goyer (Study 1), 2017","Goyer (Study 1)","2017","Majority subgroup","White","Race","No","Enrollment in main high school","Yes",-0.1849,0.055,0.2345,-0.6444,0.2746,NA,NA,"Journal",1,NA,185,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",NA,0.438,NA,NA,11,"3 academic years",33,"2~5",5,"GPA","Course Difficulty Scores, college enrollment, 4-year college selectivity","mixed","independent",1,1,1,1,1,1,1,"class",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,1.01785714285714,2.21476324834163,NA,0.595086861654462,-2.59090909090909
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","Enrollment in college","No",0.2903,0.0254,0.1593,-0.0219,0.6025,0.164,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","Enrollment in college","No",-0.1578,0.0223,0.1494,-0.4507,0.1351,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","Enrollment in college","Yes",0.3859,0.0256,0.1599,0.0725,0.6994,NA,0.2041,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","Enrollment in college","Yes",-0.1603,0.0223,0.1494,-0.4532,0.1327,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","Enrollment in a 4-year college","No",0.2098,0.0252,0.1589,-0.1016,0.5212,0.2388,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","Enrollment in a 4-year college","No",-0.094,0.0223,0.1493,-0.3866,0.1986,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","Enrollment in a 4-year college","Yes",0.3474,0.0255,0.1596,0.0345,0.6603,NA,0.3281,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","Enrollment in a 4-year college","Yes",-0.0987,0.0223,0.1493,-0.3913,0.194,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","4-year college selectivity","No",0.3253,0.0433,0.2082,-0.0828,0.7333,0.7009,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","4-year college selectivity","No",-0.1577,0.038,0.1951,-0.54,0.2246,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Minority subgroup","Black","Race","No","4-year college selectivity","Yes",0.5417,0.0444,0.2106,0.1289,0.9546,NA,0.8112,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
21,"Cohen et al.","Goyer (Study 2), 2017","Goyer (Study 2)","2017","Majority subgroup","White","Race","No","4-year college selectivity","Yes",-0.1998,0.0381,0.1952,-0.5824,0.1829,NA,NA,"Journal",1,NA,339,"pre-secondary","a middle-class suburban school district in the Mountain West region of the United States","6th-8th","race","Latino","White",0.52,0.47,NA,NA,12,"2 academic years",21,"1~8",8,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,0,"early","low","low","low","low","unclear","unclear","unclear",1.1715857971727,1.01785714285714,1.03671569706477,NA,0.595086861654462,0.606382978723404
22,"Gutmann, 2019","Gutmann, 2019","Gutmann","2019","Minority subgroup","Female","Gender","No","Physics 100 final grades","No",-0.2201,0.027,0.1644,-0.5422,0.1021,-0.0058,NA,"Thesis",1,NA,1401,"tertiary","two introductory physics courses at the University of Illinois, Urbana-Champaign","sophomore","gender","Female","Male",0.295,NA,NA,NA,12,"week 1 - week 11",2.75,"2",2,NA,"Exam score, final grades","other","independent",0,0,NA,NA,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.754898287168795,NA,-2.05991605957314,0.606382978723404
22,"Gutmann, 2019","Gutmann, 2019","Gutmann","2019","Majority subgroup","Male","Gender","No","Physics 100 final grades","No",-0.327,0.0161,0.1269,-0.5757,-0.0783,NA,NA,"Thesis",1,NA,1401,"tertiary","two introductory physics courses at the University of Illinois, Urbana-Champaign","sophomore","gender","Female","Male",0.295,NA,NA,NA,12,"week 1 - week 11",2.75,"2",2,NA,"Exam score, final grades","other","independent",0,0,NA,NA,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.754898287168795,NA,-2.05991605957314,0.606382978723404
22,"Gutmann, 2019","Gutmann, 2019","Gutmann","2019","Minority subgroup","Female","Gender","No","Physics 212 final grades","No",-0.1156,0.0151,0.1229,-0.3565,0.1254,0.0809,NA,"Thesis",1,NA,1401,"tertiary","two introductory physics courses at the University of Illinois, Urbana-Champaign","sophomore","gender","Female","Male",0.295,NA,NA,NA,12,"week 1 - week 11",2.75,"2",2,NA,"Exam score, final grades","other","independent",0,0,NA,NA,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.754898287168795,NA,-2.05991605957314,0.606382978723404
22,"Gutmann, 2019","Gutmann, 2019","Gutmann","2019","Majority subgroup","Male","Gender","No","Physics 212 final grades","No",0.0851,0.0054,0.0734,-0.0588,0.229,NA,NA,"Thesis",1,NA,1401,"tertiary","two introductory physics courses at the University of Illinois, Urbana-Champaign","sophomore","gender","Female","Male",0.295,NA,NA,NA,12,"week 1 - week 11",2.75,"2",2,NA,"Exam score, final grades","other","independent",0,0,NA,NA,1,0,1,"mixed",0,1,1,"both","low","low","low","unclear","unclear","unclear","unclear",-0.570772567853367,-0.95,-0.754898287168795,NA,-2.05991605957314,0.606382978723404
23,"Hadden, 2019","Hadden, 2019","Hadden","2019","Minority subgroup","FSM","FSM status","No","GCSE Mathematics","No",0.4489,0.0322,0.1796,0.097,0.8008,0.5291,NA,"Journal",1,722,562,"pre-secondary","a comprehensive secondary school in southern England","Years 7–9 ","FSM","FSM","non-FSM",NA,NA,NA,0.223,12,"2015–2016, September to the end of June",10,"3",3,NA,"GCSE Mathematics","mixed","independent",0,0,1,1,1,1,1,"class",0,1,0,"early","unclear","unclear","low","low","low","unclear","unclear",1.1715857971727,1.01785714285714,-0.0431612249390231,1.20333711310035,0.595086861654462,-2.59090909090909
23,"Hadden, 2019","Hadden, 2019","Hadden","2019","Majority subgroup","nonFSM","FSM status","No","GCSE Mathematics","No",0.0428,0.0092,0.0961,-0.1454,0.2311,NA,NA,"Journal",1,722,562,"pre-secondary","a comprehensive secondary school in southern England","Years 7–9 ","FSM","FSM","non-FSM",NA,NA,NA,0.223,12,"2015–2016, September to the end of June",10,"3",3,NA,"GCSE Mathematics","mixed","independent",0,0,1,1,1,1,1,"class",0,1,0,"early","unclear","unclear","low","low","low","unclear","unclear",1.1715857971727,1.01785714285714,-0.0431612249390231,1.20333711310035,0.595086861654462,-2.59090909090909
23,"Hadden, 2019","Hadden, 2019","Hadden","2019","Minority subgroup","FSM","FSM status","No","GCSE Mathematics","Yes",0.5292,0.0325,0.1804,0.1756,0.8828,NA,0.5191,"Journal",1,722,562,"pre-secondary","a comprehensive secondary school in southern England","Years 7–9 ","FSM","FSM","non-FSM",NA,NA,NA,0.223,12,"2015–2016, September to the end of June",10,"3",3,NA,"GCSE Mathematics","mixed","independent",0,0,1,1,1,1,1,"class",0,1,0,"early","unclear","unclear","low","low","low","unclear","unclear",1.1715857971727,1.01785714285714,-0.0431612249390231,1.20333711310035,0.595086861654462,-2.59090909090909
23,"Hadden, 2019","Hadden, 2019","Hadden","2019","Majority subgroup","nonFSM","FSM status","No","GCSE Mathematics","Yes",0.0525,0.0092,0.0961,-0.1358,0.2408,NA,NA,"Journal",1,722,562,"pre-secondary","a comprehensive secondary school in southern England","Years 7–9 ","FSM","FSM","non-FSM",NA,NA,NA,0.223,12,"2015–2016, September to the end of June",10,"3",3,NA,"GCSE Mathematics","mixed","independent",0,0,1,1,1,1,1,"class",0,1,0,"early","unclear","unclear","low","low","low","unclear","unclear",1.1715857971727,1.01785714285714,-0.0431612249390231,1.20333711310035,0.595086861654462,-2.59090909090909
24,"MWAP","Hanselman, 2014","Hanselman","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Journal",11,NA,910,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.44,NA,0.37,11,"2011-2012 academic year",9,"4",4,"GPA",NA,"other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.518157427009639,0.595086861654462,0.606382978723404
25,"MWAP","Hanselman (Study 1), 2017","Hanselman (Study 1)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Mathematcis, Grade 8","Yes",0.1008,0.0049,0.0698,-0.0361,0.2377,NA,NA,"Conference & Journal",11,NA,1048,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.222,NA,0.411,11,"2011-2012 academic year",9,"3~4",4,"GPA","Math & Reading test score","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.327052888712231,0.595086861654462,0.606382978723404
25,"MWAP","Hanselman (Study 1), 2017","Hanselman (Study 1)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Reading, Grade 8","Yes",-0.0299,0.005,0.0708,-0.1688,0.1089,NA,NA,"Conference & Journal",11,NA,1048,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.222,NA,0.411,11,"2011-2012 academic year",9,"3~4",4,"GPA","Math & Reading test score","other","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.327052888712231,0.595086861654462,0.606382978723404
26,"MWAP","Hanselman (Study 2), 2017","Hanselman (Study 2)","2017","Minority subgroup","Black and Hispanic","Race","No","8th GPA","Yes",-0.0719,0.0034,0.0579,-0.1854,0.0416,0.5938,NA,"Conference & Journal",11,NA,1269,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.262,NA,0.463,11,"2012-2013 academic year",9,"3~4",4,"GPA","Math & Reading test score","mixed","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.0846764011155177,0.595086861654462,-2.59090909090909
26,"MWAP","Hanselman (Study 2), 2017","Hanselman (Study 2)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Mathematcis, Grade 7","Yes",-0.0849,0.0022,0.0469,-0.1768,0.0071,NA,NA,"Conference & Journal",11,NA,1269,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.262,NA,0.463,11,"2012-2013 academic year",9,"3~4",4,"GPA","Math & Reading test score","mixed","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.0846764011155177,0.595086861654462,-2.59090909090909
26,"MWAP","Hanselman (Study 2), 2017","Hanselman (Study 2)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Mathematcis, Grade 8","Yes",-0.0799,0.0019,0.0439,-0.166,0.0062,NA,NA,"Conference & Journal",11,NA,1269,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.262,NA,0.463,11,"2012-2013 academic year",9,"3~4",4,"GPA","Math & Reading test score","mixed","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.0846764011155177,0.595086861654462,-2.59090909090909
26,"MWAP","Hanselman (Study 2), 2017","Hanselman (Study 2)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Reading, Grade 7","Yes",-0.005,0.003,0.0549,-0.1126,0.1026,NA,NA,"Conference & Journal",11,NA,1269,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.262,NA,0.463,11,"2012-2013 academic year",9,"3~4",4,"GPA","Math & Reading test score","mixed","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.0846764011155177,0.595086861654462,-2.59090909090909
26,"MWAP","Hanselman (Study 2), 2017","Hanselman (Study 2)","2017","Minority subgroup","Black and Hispanic","Race","No","WKCE Reading, Grade 8","Yes",-0.005,0.0031,0.0559,-0.1146,0.1046,NA,NA,"Conference & Journal",11,NA,1269,"pre-secondary","Madison Metropolitan School District (MMSD) school district","7th","race","Black & Hispanic","Asian & White",NA,0.262,NA,0.463,11,"2012-2013 academic year",9,"3~4",4,"GPA","Math & Reading test score","mixed","independent",0,1,NA,1,1,1,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,1.01785714285714,-0.141331854212095,0.0846764011155177,0.595086861654462,-2.59090909090909
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Majority subgroup","Continuing generation","First generation","No","Biology Course Grade","No",-0.0579,0.0062,0.0788,-0.2124,0.0966,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Majority subgroup","Continuing generation","First generation","No","GPA","No",-0.0479,0.0062,0.0788,-0.2024,0.1065,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Majority subgroup","Continuing generation","First generation","No","Continuation","No",-0.0905,0.0105,0.1023,-0.291,0.11,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Minority subgroup","First generation","First generation","No","Biology Course Grade","No",0.2928,0.0263,0.162,-0.0248,0.6103,0.6621,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Minority subgroup","First generation","First generation","No","GPA","No",0.3272,0.0263,0.1622,0.0092,0.6452,0.5823,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Minority subgroup","First generation","First generation","No","Continuation","No",0.6134,0.0499,0.2234,0.1756,1.0511,0.3175,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Interaction","First generation","First generation","No","Biology Course Grade","Yes",0.1803,0.005,0.0709,0.0413,0.3194,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Interaction","First generation","First generation","No","GPA","Yes",0.2006,0.005,0.071,0.0615,0.3397,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
27,"Harackiewicz et al.","Harackiewicz, 2014","Harackiewicz","2014","Interaction","First generation","First generation","No","Continuation","Yes",0.211,0.0051,0.0712,0.0715,0.3505,NA,NA,"Journal",1,NA,798,"tertiary","a large public Midwestern university","sophomore","first-generation","First generation students","continuing-generation students",0.599,0.076,0.193,NA,12,"15 weeks",4,"2",2,"GPA","Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
28,"Harackiewicz, 2016","Harackiewicz, 2016","Harackiewicz","2016","Interaction","URM","Race","No","Biology course grade","Yes",-0.0739,0.0077,0.0877,-0.2459,0.098,NA,NA,"Journal",1,NA,520,"tertiary","a large public Midwestern university","undergraduate","mixed","First generation students & URM","Continuing generation students & Asian & White",0.599,0.183,0.472,NA,12,"15 weeks",4,"1",1,NA,"Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
28,"Harackiewicz, 2016","Harackiewicz, 2016","Harackiewicz","2016","Interaction","White and Asian","Race","No","Biology course grade","Yes",0.0246,0.0077,0.0877,-0.1473,0.1965,NA,NA,"Journal",1,NA,520,"tertiary","a large public Midwestern university","undergraduate","mixed","First generation students & URM","Continuing generation students & Asian & White",0.599,0.183,0.472,NA,12,"15 weeks",4,"1",1,NA,"Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
28,"Harackiewicz, 2016","Harackiewicz, 2016","Harackiewicz","2016","Interaction","First generation","First generation","No","Biology course grade","Yes",-0.1482,0.0077,0.0878,-0.3203,0.0239,NA,NA,"Journal",1,NA,520,"tertiary","a large public Midwestern university","undergraduate","mixed","First generation students & URM","Continuing generation students & Asian & White",0.599,0.183,0.472,NA,12,"15 weeks",4,"1",1,NA,"Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
28,"Harackiewicz, 2016","Harackiewicz, 2016","Harackiewicz","2016","Interaction","Continuing generation","First generation","No","Biology course grade","Yes",0.0986,0.0077,0.0878,-0.0734,0.2707,NA,NA,"Journal",1,NA,520,"tertiary","a large public Midwestern university","undergraduate","mixed","First generation students & URM","Continuing generation students & Asian & White",0.599,0.183,0.472,NA,12,"15 weeks",4,"1",1,NA,"Biology Course Grade","other","independent",0,1,NA,1,1,0,1,"class",0,1,1,"both","low","low","low","low","low","unclear","unclear",-0.570772567853367,-0.95,-0.632185000577455,NA,0.595086861654462,0.606382978723404
